Year,SERIES,UNIT_MEASURE,Type of product,Observation status,Unit multiplier,Reporting type,Base period,Value
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00699
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00741
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00704
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.0068
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00704
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00705
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00581
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00299
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00445
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00431
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.0042
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00476
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00501
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00441
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00452
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00375
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.00384
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Ferrous ores (material flows),Normal value,Units,Global,2015,0.0033
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00076
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00094
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00132
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00108
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00115
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00112
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.0011
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00095
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00087
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00077
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00095
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00092
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00065
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.0008
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00034
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00049
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00092
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00119
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00096
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-ferrous ores (material flows),Normal value,Units,Global,2015,0.00092
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.16796
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.16794
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.15591
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.14773
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.1506
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.14164
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.13885
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.13627
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.12084
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.10154
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.09548
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.09925
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.08889
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.08711
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.11334
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.11815
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.12195
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.11876
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.11979
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Non-metallic minerals (material flows),Normal value,Units,Global,2015,0.11801
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.09872
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.09904
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.09348
2003,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.09068
2004,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.093
2005,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.08927
2006,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.08618
2007,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.0801
2008,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.08157
2009,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.07797
2010,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.07371
2011,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.07144
2012,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.07146
2013,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.06804
2014,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.06015
2015,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.05068
2016,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.04445
2017,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.04294
2018,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.04227
2019,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Fossil fuels (material flows),Normal value,Units,Global,2015,0.03768
2000,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Coal (material flows),Normal value,Units,Global,2015,0.02728
2001,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Coal (material flows),Normal value,Units,Global,2015,0.03188
2002,"Domestic material consumption per unit of GDP [8.4.2,12.2.2]",Kilograms per constant USD,Coal (material flows),Normal value,Units,Global,2015,0.0269
